% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.992762005356287E-001,-5.836841889790142E-003,9.992762005356287E-001,-5.836841889790142E-003,
1.020931412693436E+008,9.993131147543332E-001,-5.921205072468374E-003,9.993131147543332E-001,-5.921205072468374E-003,
1.042300949424215E+008,9.993203842227580E-001,-6.083131237143166E-003,9.993203842227580E-001,-6.083131237143166E-003,
1.064117780747374E+008,9.993739188509236E-001,-6.043113445208836E-003,9.993739188509236E-001,-6.043113445208836E-003,
1.086391269170620E+008,9.993877146049832E-001,-6.187020346795973E-003,9.993877146049832E-001,-6.187020346795973E-003,
1.109130973172177E+008,9.991471064367399E-001,-6.394249416253097E-003,9.991471064367399E-001,-6.394249416253097E-003,
1.132346651302716E+008,9.992807984950805E-001,-6.465080537607838E-003,9.992807984950805E-001,-6.465080537607838E-003,
1.156048266373163E+008,9.992383024018493E-001,-6.351775828599668E-003,9.992383024018493E-001,-6.351775828599668E-003,
1.180245989730151E+008,9.991710258750195E-001,-6.459719403372926E-003,9.991710258750195E-001,-6.459719403372926E-003,
1.204950205620966E+008,9.989798590708893E-001,-6.786426911466999E-003,9.989798590708893E-001,-6.786426911466999E-003,
1.230171515649859E+008,9.993637634469929E-001,-6.934069211372752E-003,9.993637634469929E-001,-6.934069211372752E-003,
1.255920743327636E+008,9.991519332935960E-001,-6.836435153856379E-003,9.991519332935960E-001,-6.836435153856379E-003,
1.282208938716474E+008,9.990233829963905E-001,-7.179323275527084E-003,9.990233829963905E-001,-7.179323275527084E-003,
1.309047383171961E+008,9.991610184182804E-001,-7.137963522085287E-003,9.991610184182804E-001,-7.137963522085287E-003,
1.336447594184396E+008,9.989024496801061E-001,-7.321603381546480E-003,9.989024496801061E-001,-7.321603381546480E-003,
1.364421330321420E+008,9.990463779423379E-001,-7.496518384202781E-003,9.990463779423379E-001,-7.496518384202781E-003,
1.392980596274105E+008,9.989549136575275E-001,-7.480582579979946E-003,9.989549136575275E-001,-7.480582579979946E-003,
1.422137648008667E+008,9.989264928220722E-001,-7.736615213499573E-003,9.989264928220722E-001,-7.736615213499573E-003,
1.451904998026009E+008,9.988604075027474E-001,-7.713406421667257E-003,9.988604075027474E-001,-7.713406421667257E-003,
1.482295420731354E+008,9.986642987178720E-001,-7.861175299368790E-003,9.986642987178720E-001,-7.861175299368790E-003,
1.513321957916272E+008,9.985430003943177E-001,-8.058498650973613E-003,9.985430003943177E-001,-8.058498650973613E-003,
1.544997924355456E+008,9.985841855403106E-001,-8.321935956725002E-003,9.985841855403106E-001,-8.321935956725002E-003,
1.577336913520643E+008,9.987228364498805E-001,-8.559430541220126E-003,9.987228364498805E-001,-8.559430541220126E-003,
1.610352803414134E+008,9.984421977810255E-001,-8.467653693685852E-003,9.984421977810255E-001,-8.467653693685852E-003,
1.644059762524427E+008,9.985519657442297E-001,-8.854455145013363E-003,9.985519657442297E-001,-8.854455145013363E-003,
1.678472255906498E+008,9.984207334601659E-001,-9.156973375434072E-003,9.984207334601659E-001,-9.156973375434072E-003,
1.713605051389360E+008,9.982060946281550E-001,-9.247511279229456E-003,9.982060946281550E-001,-9.247511279229456E-003,
1.749473225913547E+008,9.981074442733962E-001,-9.409764161999819E-003,9.981074442733962E-001,-9.409764161999819E-003,
1.786092172001261E+008,9.981408335367715E-001,-9.640134607211644E-003,9.981408335367715E-001,-9.640134607211644E-003,
1.823477604361935E+008,9.980369364401378E-001,-9.962945851880872E-003,9.980369364401378E-001,-9.962945851880872E-003,
1.861645566636073E+008,9.979981665915503E-001,-1.007514502506866E-002,9.979981665915503E-001,-1.007514502506866E-002,
1.900612438280239E+008,9.978753379141078E-001,-1.035958323283489E-002,9.978753379141078E-001,-1.035958323283489E-002,
1.940394941596160E+008,9.977662024254220E-001,-1.056981978788869E-002,9.977662024254220E-001,-1.056981978788869E-002,
1.981010148906965E+008,9.976957569495847E-001,-1.069004804503075E-002,9.976957569495847E-001,-1.069004804503075E-002,
2.022475489883622E+008,9.974930367691121E-001,-1.095887036224315E-002,9.974930367691121E-001,-1.095887036224315E-002,
2.064808759024735E+008,9.974206733468120E-001,-1.120335921821922E-002,9.974206733468120E-001,-1.120335921821922E-002,
2.108028123292904E+008,9.973946316344957E-001,-1.165113556154233E-002,9.973946316344957E-001,-1.165113556154233E-002,
2.152152129910917E+008,9.972080662965753E-001,-1.180773089040434E-002,9.972080662965753E-001,-1.180773089040434E-002,
2.197199714321140E+008,9.970529044051260E-001,-1.197813814483161E-002,9.970529044051260E-001,-1.197813814483161E-002,
2.243190208311496E+008,9.969789366851137E-001,-1.215740730044970E-002,9.969789366851137E-001,-1.215740730044970E-002,
2.290143348311539E+008,9.967949387755393E-001,-1.250911466370276E-002,9.967949387755393E-001,-1.250911466370276E-002,
2.338079283862175E+008,9.968076040561814E-001,-1.279204731298358E-002,9.968076040561814E-001,-1.279204731298358E-002,
2.387018586262668E+008,9.965641980977835E-001,-1.309155034933810E-002,9.965641980977835E-001,-1.309155034933810E-002,
2.436982257398635E+008,9.964093673843598E-001,-1.341003352536556E-002,9.964093673843598E-001,-1.341003352536556E-002,
2.487991738754827E+008,9.962023160381468E-001,-1.364764076545093E-002,9.962023160381468E-001,-1.364764076545093E-002,
2.540068920616564E+008,9.960806862402735E-001,-1.396249019300070E-002,9.960806862402735E-001,-1.396249019300070E-002,
2.593236151463760E+008,9.959629951764871E-001,-1.453599001267411E-002,9.959629951764871E-001,-1.453599001267411E-002,
2.647516247561587E+008,9.957480459082351E-001,-1.464725152286850E-002,9.957480459082351E-001,-1.464725152286850E-002,
2.702932502751876E+008,9.956131796407965E-001,-1.516630052431243E-002,9.956131796407965E-001,-1.516630052431243E-002,
2.759508698449477E+008,9.954476940035010E-001,-1.529746840748567E-002,9.954476940035010E-001,-1.529746840748567E-002,
2.817269113847850E+008,9.952172587229292E-001,-1.584014122892621E-002,9.952172587229292E-001,-1.584014122892621E-002,
2.876238536338270E+008,9.950322839136403E-001,-1.618469201344770E-002,9.950322839136403E-001,-1.618469201344770E-002,
2.936442272147132E+008,9.947790390534904E-001,-1.633825906897743E-002,9.947790390534904E-001,-1.633825906897743E-002,
2.997906157195895E+008,9.946205846627362E-001,-1.664883724145059E-002,9.946205846627362E-001,-1.664883724145059E-002,
3.060656568188355E+008,9.944054982645596E-001,-1.689632576151011E-002,9.944054982645596E-001,-1.689632576151011E-002,
3.124720433929982E+008,9.941903052946506E-001,-1.720521923000184E-002,9.941903052946506E-001,-1.720521923000184E-002,
3.190125246884183E+008,9.939410319719685E-001,-1.759620426507462E-002,9.939410319719685E-001,-1.759620426507462E-002,
3.256899074970465E+008,9.936473258262385E-001,-1.782967201661848E-002,9.936473258262385E-001,-1.782967201661848E-002,
3.325070573609542E+008,9.934214349679482E-001,-1.795724738377474E-002,9.934214349679482E-001,-1.795724738377474E-002,
3.394668998020564E+008,9.931525752497180E-001,-1.828284107165625E-002,9.931525752497180E-001,-1.828284107165625E-002,
3.465724215775746E+008,9.929018897171800E-001,-1.864436510042102E-002,9.929018897171800E-001,-1.864436510042102E-002,
3.538266719617783E+008,9.926693024790572E-001,-1.875275110025599E-002,9.926693024790572E-001,-1.875275110025599E-002,
3.612327640545553E+008,9.924034249786087E-001,-1.904903945666702E-002,9.924034249786087E-001,-1.904903945666702E-002,
3.687938761173719E+008,9.920575034676482E-001,-1.929752468684548E-002,9.920575034676482E-001,-1.929752468684548E-002,
3.765132529371966E+008,9.917795101719757E-001,-1.949092142063047E-002,9.917795101719757E-001,-1.949092142063047E-002,
3.843942072189731E+008,9.913803241107262E-001,-1.976769697644981E-002,9.913803241107262E-001,-1.976769697644981E-002,
3.924401210072396E+008,9.910496062220146E-001,-2.013109222096863E-002,9.910496062220146E-001,-2.013109222096863E-002,
4.006544471375042E+008,9.907033945780222E-001,-2.029164942552330E-002,9.907033945780222E-001,-2.029164942552330E-002,
4.090407107179998E+008,9.903616061596087E-001,-2.072667801874502E-002,9.903616061596087E-001,-2.072667801874502E-002,
