% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,7.389850708808279E-002,-7.036218383735995E-003,7.389850708808279E-002,-7.036218383735995E-003,
1.020931412693436E+008,7.372242562563976E-002,-7.006061203123960E-003,7.372242562563976E-002,-7.006061203123960E-003,
1.042300949424215E+008,7.364649654315246E-002,-7.049607920681846E-003,7.364649654315246E-002,-7.049607920681846E-003,
1.064117780747374E+008,7.356607974287263E-002,-7.021763691967060E-003,7.356607974287263E-002,-7.021763691967060E-003,
1.086391269170620E+008,7.351611637079561E-002,-7.057725866985289E-003,7.351611637079561E-002,-7.057725866985289E-003,
1.109130973172177E+008,7.343676723290386E-002,-7.091583126931399E-003,7.343676723290386E-002,-7.091583126931399E-003,
1.132346651302716E+008,7.338268467101212E-002,-7.109050863284172E-003,7.338268467101212E-002,-7.109050863284172E-003,
1.156048266373163E+008,7.330282619514264E-002,-7.136649289532648E-003,7.330282619514264E-002,-7.136649289532648E-003,
1.180245989730151E+008,7.330762250596262E-002,-7.146072324849861E-003,7.330762250596262E-002,-7.146072324849861E-003,
1.204950205620966E+008,7.328149317657315E-002,-7.193363588319171E-003,7.328149317657315E-002,-7.193363588319171E-003,
1.230171515649859E+008,7.321188582107216E-002,-7.167512075992208E-003,7.321188582107216E-002,-7.167512075992208E-003,
1.255920743327636E+008,7.323573272066769E-002,-7.250988413722565E-003,7.323573272066769E-002,-7.250988413722565E-003,
1.282208938716474E+008,7.321992702073171E-002,-7.261968436329815E-003,7.321992702073171E-002,-7.261968436329815E-003,
1.309047383171961E+008,7.318736606479892E-002,-7.263186819192901E-003,7.318736606479892E-002,-7.263186819192901E-003,
1.336447594184396E+008,7.318137542337495E-002,-7.289105816624631E-003,7.318137542337495E-002,-7.289105816624631E-003,
1.364421330321420E+008,7.316735200596150E-002,-7.364826327452364E-003,7.316735200596150E-002,-7.364826327452364E-003,
1.392980596274105E+008,7.315046605085437E-002,-7.350184209293801E-003,7.315046605085437E-002,-7.350184209293801E-003,
1.422137648008667E+008,7.318403236174015E-002,-7.410809222978910E-003,7.318403236174015E-002,-7.410809222978910E-003,
1.451904998026009E+008,7.312483113420265E-002,-7.440483933393081E-003,7.312483113420265E-002,-7.440483933393081E-003,
1.482295420731354E+008,7.309625408409255E-002,-7.480112681454701E-003,7.309625408409255E-002,-7.480112681454701E-003,
1.513321957916272E+008,7.309342057586246E-002,-7.494667907794642E-003,7.309342057586246E-002,-7.494667907794642E-003,
1.544997924355456E+008,7.308079062200047E-002,-7.595561877447830E-003,7.308079062200047E-002,-7.595561877447830E-003,
1.577336913520643E+008,7.308823823927410E-002,-7.608051328507319E-003,7.308823823927410E-002,-7.608051328507319E-003,
1.610352803414134E+008,7.309361172813515E-002,-7.641267589991665E-003,7.309361172813515E-002,-7.641267589991665E-003,
1.644059762524427E+008,7.303992567021488E-002,-7.680881270836409E-003,7.303992567021488E-002,-7.680881270836409E-003,
1.678472255906498E+008,7.304884017556206E-002,-7.728288037481502E-003,7.304884017556206E-002,-7.728288037481502E-003,
1.713605051389360E+008,7.303499072039171E-002,-7.764069296236060E-003,7.303499072039171E-002,-7.764069296236060E-003,
1.749473225913547E+008,7.298973183780488E-002,-7.830713926192737E-003,7.298973183780488E-002,-7.830713926192737E-003,
1.786092172001261E+008,7.297684079826963E-002,-7.862077788604802E-003,7.297684079826963E-002,-7.862077788604802E-003,
1.823477604361935E+008,7.296799320408111E-002,-7.895537924120545E-003,7.296799320408111E-002,-7.895537924120545E-003,
1.861645566636073E+008,7.292578730369120E-002,-7.970967711255576E-003,7.292578730369120E-002,-7.970967711255576E-003,
1.900612438280239E+008,7.288490570748829E-002,-8.021829468065615E-003,7.288490570748829E-002,-8.021829468065615E-003,
1.940394941596160E+008,7.287467210482584E-002,-8.093529941025093E-003,7.287467210482584E-002,-8.093529941025093E-003,
1.981010148906965E+008,7.282436074847257E-002,-8.157095179083647E-003,7.282436074847257E-002,-8.157095179083647E-003,
2.022475489883622E+008,7.278162587743772E-002,-8.244725919928794E-003,7.278162587743772E-002,-8.244725919928794E-003,
2.064808759024735E+008,7.275540724983387E-002,-8.299769815395933E-003,7.275540724983387E-002,-8.299769815395933E-003,
2.108028123292904E+008,7.269414846860337E-002,-8.363595317326122E-003,7.269414846860337E-002,-8.363595317326122E-003,
2.152152129910917E+008,7.264321521247097E-002,-8.475075951050938E-003,7.264321521247097E-002,-8.475075951050938E-003,
2.197199714321140E+008,7.262246756449504E-002,-8.563297518428509E-003,7.262246756449504E-002,-8.563297518428509E-003,
2.243190208311496E+008,7.258628732516106E-002,-8.681935375714468E-003,7.258628732516106E-002,-8.681935375714468E-003,
2.290143348311539E+008,7.255115210577136E-002,-8.799898207713180E-003,7.255115210577136E-002,-8.799898207713180E-003,
2.338079283862175E+008,7.252716315182675E-002,-8.901324126055864E-003,7.252716315182675E-002,-8.901324126055864E-003,
2.387018586262668E+008,7.247035385938849E-002,-9.045474366412532E-003,7.247035385938849E-002,-9.045474366412532E-003,
2.436982257398635E+008,7.243397120788710E-002,-9.174465176945743E-003,7.243397120788710E-002,-9.174465176945743E-003,
2.487991738754827E+008,7.240932098876254E-002,-9.325586858398882E-003,7.240932098876254E-002,-9.325586858398882E-003,
2.540068920616564E+008,7.238443900994518E-002,-9.447156342322523E-003,7.238443900994518E-002,-9.447156342322523E-003,
2.593236151463760E+008,7.234652080904291E-002,-9.583607669317493E-003,7.234652080904291E-002,-9.583607669317493E-003,
2.647516247561587E+008,7.231736104741493E-002,-9.790571092656316E-003,7.231736104741493E-002,-9.790571092656316E-003,
2.702932502751876E+008,7.229541774250617E-002,-9.922573223725639E-003,7.229541774250617E-002,-9.922573223725639E-003,
2.759508698449477E+008,7.227460588184223E-002,-1.012212788269173E-002,7.227460588184223E-002,-1.012212788269173E-002,
2.817269113847850E+008,7.228535182659134E-002,-1.027291795326034E-002,7.228535182659134E-002,-1.027291795326034E-002,
2.876238536338270E+008,7.227136174325277E-002,-1.045292758900729E-002,7.227136174325277E-002,-1.045292758900729E-002,
2.936442272147132E+008,7.227497631529109E-002,-1.066316752420589E-002,7.227497631529109E-002,-1.066316752420589E-002,
2.997906157195895E+008,7.230910670789112E-002,-1.084075177157673E-002,7.230910670789112E-002,-1.084075177157673E-002,
3.060656568188355E+008,7.232852108777016E-002,-1.099978842969120E-002,7.232852108777016E-002,-1.099978842969120E-002,
3.124720433929982E+008,7.235263185561736E-002,-1.117934295664468E-002,7.235263185561736E-002,-1.117934295664468E-002,
3.190125246884183E+008,7.237525790311769E-002,-1.131819333485442E-002,7.237525790311769E-002,-1.131819333485442E-002,
3.256899074970465E+008,7.241427411264927E-002,-1.146622934570530E-002,7.241427411264927E-002,-1.146622934570530E-002,
3.325070573609542E+008,7.240051451357721E-002,-1.167496321855762E-002,7.240051451357721E-002,-1.167496321855762E-002,
3.394668998020564E+008,7.241310108160062E-002,-1.183240795657162E-002,7.241310108160062E-002,-1.183240795657162E-002,
3.465724215775746E+008,7.240378742406695E-002,-1.198717042150664E-002,7.240378742406695E-002,-1.198717042150664E-002,
3.538266719617783E+008,7.239735994273344E-002,-1.216631191874017E-002,7.239735994273344E-002,-1.216631191874017E-002,
3.612327640545553E+008,7.238616301279541E-002,-1.232645847382350E-002,7.238616301279541E-002,-1.232645847382350E-002,
3.687938761173719E+008,7.233891370460610E-002,-1.249526657213283E-002,7.233891370460610E-002,-1.249526657213283E-002,
3.765132529371966E+008,7.230084849650256E-002,-1.268054668775604E-002,7.230084849650256E-002,-1.268054668775604E-002,
3.843942072189731E+008,7.227673598496524E-002,-1.287542068856259E-002,7.227673598496524E-002,-1.287542068856259E-002,
3.924401210072396E+008,7.222074577490076E-002,-1.302946373916500E-002,7.222074577490076E-002,-1.302946373916500E-002,
4.006544471375042E+008,7.214956612481552E-002,-1.330148864388482E-002,7.214956612481552E-002,-1.330148864388482E-002,
4.090407107179998E+008,7.209397406857490E-002,-1.354876509259238E-002,7.209397406857490E-002,-1.354876509259238E-002,
4.176025106424546E+008,7.203773576434384E-002,-1.377893191417190E-002,7.203773576434384E-002,-1.377893191417190E-002,
4.263435211345269E+008,7.198105630624230E-002,-1.406699796878174E-002,7.198105630624230E-002,-1.406699796878174E-002,
4.352674933245664E+008,7.192484283845663E-002,-1.443179086555144E-002,7.192484283845663E-002,-1.443179086555144E-002,
4.443782568593804E+008,7.189256783378567E-002,-1.473799952191659E-002,7.189256783378567E-002,-1.473799952191659E-002,
4.536797215456938E+008,7.187863894368805E-002,-1.506588893819359E-002,7.187863894368805E-002,-1.506588893819359E-002,
4.631758790280099E+008,7.188884183392287E-002,-1.540745329877657E-002,7.188884183392287E-002,-1.540745329877657E-002,
4.728708045015902E+008,7.191160544361069E-002,-1.574961585092228E-002,7.191160544361069E-002,-1.574961585092228E-002,
4.827686584612901E+008,7.193858333886276E-002,-1.607410632032462E-002,7.193858333886276E-002,-1.607410632032462E-002,
4.928736884869999E+008,7.198572259493466E-002,-1.640163527577508E-002,7.198572259493466E-002,-1.640163527577508E-002,
5.031902310664573E+008,7.201354412485435E-002,-1.671160410956774E-002,7.201354412485435E-002,-1.671160410956774E-002,
5.137227134562149E+008,7.205626047709705E-002,-1.700213411467300E-002,7.205626047709705E-002,-1.700213411467300E-002,
5.244756555815587E+008,7.206564022440733E-002,-1.728987840477104E-002,7.206564022440733E-002,-1.728987840477104E-002,
5.354536719761968E+008,7.208957491910929E-002,-1.756643009451227E-002,7.208957491910929E-002,-1.756643009451227E-002,
5.466614737625463E+008,7.207026302009026E-002,-1.785050198467172E-002,7.207026302009026E-002,-1.785050198467172E-002,
5.581038706734722E+008,7.202115367244943E-002,-1.813665152390051E-002,7.202115367244943E-002,-1.813665152390051E-002,
5.697857731163427E+008,7.195460124558709E-002,-1.845819099433851E-002,7.195460124558709E-002,-1.845819099433851E-002,
5.817121942802894E+008,7.186323223823228E-002,-1.880060384854831E-002,7.186323223823228E-002,-1.880060384854831E-002,
5.938882522875744E+008,7.176125955073662E-002,-1.914143664475197E-002,7.176125955073662E-002,-1.914143664475197E-002,
6.063191723899891E+008,7.163781045252621E-002,-1.960634938042246E-002,7.163781045252621E-002,-1.960634938042246E-002,
6.190102892112266E+008,7.156059238002388E-002,-2.004981473871549E-002,7.156059238002388E-002,-2.004981473871549E-002,
6.319670490361900E+008,7.151497109447227E-002,-2.051665348470783E-002,7.151497109447227E-002,-2.051665348470783E-002,
6.451950121482195E+008,7.148549107817745E-002,-2.100684972841320E-002,7.148549107817745E-002,-2.100684972841320E-002,
6.586998552152404E+008,7.150841050671744E-002,-2.145942474066778E-002,7.150841050671744E-002,-2.145942474066778E-002,
6.724873737258571E+008,7.149990173531609E-002,-2.195611604164556E-002,7.149990173531609E-002,-2.195611604164556E-002,
6.865634844764381E+008,7.150956939900582E-002,-2.237527176327213E-002,7.150956939900582E-002,-2.237527176327213E-002,
7.009342281102579E+008,7.151528975008242E-002,-2.279549124376320E-002,7.151528975008242E-002,-2.279549124376320E-002,
7.156057717097888E+008,7.147754255861116E-002,-2.318629689370778E-002,7.147754255861116E-002,-2.318629689370778E-002,
7.305844114432513E+008,7.142133925607971E-002,-2.353916089992311E-002,7.142133925607971E-002,-2.353916089992311E-002,
7.458765752665610E+008,7.129408010193475E-002,-2.398283594793080E-002,7.129408010193475E-002,-2.398283594793080E-002,
7.614888256818322E+008,7.110652255275879E-002,-2.444516595959906E-002,7.110652255275879E-002,-2.444516595959906E-002,
7.774278625536187E+008,7.093700804092971E-002,-2.500984869569684E-002,7.093700804092971E-002,-2.500984869569684E-002,
