% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,-9.826691309903555E-001,9.008280707407359E-003,-9.826691309903555E-001,9.008280707407359E-003,
1.020931412693436E+008,-9.824942478035181E-001,8.848782891167853E-003,-9.824942478035181E-001,8.848782891167853E-003,
1.042300949424215E+008,-9.823241702970507E-001,8.912848000772085E-003,-9.823241702970507E-001,8.912848000772085E-003,
1.064117780747374E+008,-9.821451622178237E-001,8.888232408381130E-003,-9.821451622178237E-001,8.888232408381130E-003,
1.086391269170620E+008,-9.822045858636190E-001,9.075053829212147E-003,-9.822045858636190E-001,9.075053829212147E-003,
1.109130973172177E+008,-9.820502322992843E-001,9.198736623271185E-003,-9.820502322992843E-001,9.198736623271185E-003,
1.132346651302716E+008,-9.818746077102352E-001,9.124127728744658E-003,-9.818746077102352E-001,9.124127728744658E-003,
1.156048266373163E+008,-9.820434615611923E-001,9.225843318782231E-003,-9.820434615611923E-001,9.225843318782231E-003,
1.180245989730151E+008,-9.815479452144618E-001,9.363474237074211E-003,-9.815479452144618E-001,9.363474237074211E-003,
1.204950205620966E+008,-9.816032167692551E-001,9.376677546189788E-003,-9.816032167692551E-001,9.376677546189788E-003,
1.230171515649859E+008,-9.813959484859833E-001,9.476801213102968E-003,-9.813959484859833E-001,9.476801213102968E-003,
1.255920743327636E+008,-9.813071788226715E-001,9.391195173186352E-003,-9.813071788226715E-001,9.391195173186352E-003,
1.282208938716474E+008,-9.812457142417033E-001,9.439830336099910E-003,-9.812457142417033E-001,9.439830336099910E-003,
1.309047383171961E+008,-9.811122506055368E-001,9.486284364199323E-003,-9.811122506055368E-001,9.486284364199323E-003,
1.336447594184396E+008,-9.809208796311157E-001,9.513066865253807E-003,-9.809208796311157E-001,9.513066865253807E-003,
1.364421330321420E+008,-9.808862980400869E-001,9.732819125800162E-003,-9.808862980400869E-001,9.732819125800162E-003,
1.392980596274105E+008,-9.806628507267868E-001,9.624457439967170E-003,-9.806628507267868E-001,9.624457439967170E-003,
1.422137648008667E+008,-9.807162950308379E-001,9.764952175705081E-003,-9.807162950308379E-001,9.764952175705081E-003,
1.451904998026009E+008,-9.803325142269561E-001,9.868667899534181E-003,-9.803325142269561E-001,9.868667899534181E-003,
1.482295420731354E+008,-9.803401495910843E-001,9.932239315792638E-003,-9.803401495910843E-001,9.932239315792638E-003,
1.513321957916272E+008,-9.800998599224666E-001,9.948401113437293E-003,-9.800998599224666E-001,9.948401113437293E-003,
1.544997924355456E+008,-9.800020774302901E-001,9.953108620376214E-003,-9.800020774302901E-001,9.953108620376214E-003,
1.577336913520643E+008,-9.800325876007587E-001,9.998173091234731E-003,-9.800325876007587E-001,9.998173091234731E-003,
1.610352803414134E+008,-9.798274766123295E-001,1.003849003533517E-002,-9.798274766123295E-001,1.003849003533517E-002,
