% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.996773334796093E-001,-8.188506845928501E-003,9.996773334796093E-001,-8.188506845928501E-003,
1.020931412693436E+008,9.997327375523311E-001,-8.382524176179207E-003,9.997327375523311E-001,-8.382524176179207E-003,
1.042300949424215E+008,9.998388221616736E-001,-8.755814709011617E-003,9.998388221616736E-001,-8.755814709011617E-003,
1.064117780747374E+008,9.998087201888872E-001,-8.735687912258440E-003,9.998087201888872E-001,-8.735687912258440E-003,
1.086391269170620E+008,9.999139447474345E-001,-8.993588900283948E-003,9.999139447474345E-001,-8.993588900283948E-003,
1.109130973172177E+008,9.998557175144843E-001,-9.154194412020035E-003,9.998557175144843E-001,-9.154194412020035E-003,
1.132346651302716E+008,9.998694202087886E-001,-9.473792910155265E-003,9.998694202087886E-001,-9.473792910155265E-003,
1.156048266373163E+008,9.997811752650905E-001,-9.442439496447810E-003,9.997811752650905E-001,-9.442439496447810E-003,
1.180245989730151E+008,9.998697278213420E-001,-9.587827238562394E-003,9.998697278213420E-001,-9.587827238562394E-003,
1.204950205620966E+008,9.996082822030725E-001,-9.874463177382380E-003,9.996082822030725E-001,-9.874463177382380E-003,
1.230171515649859E+008,9.998242868740095E-001,-1.002877961517795E-002,9.998242868740095E-001,-1.002877961517795E-002,
1.255920743327636E+008,9.997078794890215E-001,-9.955900674755321E-003,9.997078794890215E-001,-9.955900674755321E-003,
1.282208938716474E+008,9.996760650585923E-001,-1.050181626476120E-002,9.996760650585923E-001,-1.050181626476120E-002,
1.309047383171961E+008,9.996982395684495E-001,-1.053800891904556E-002,9.996982395684495E-001,-1.053800891904556E-002,
1.336447594184396E+008,9.996691947554793E-001,-1.079140503980574E-002,9.996691947554793E-001,-1.079140503980574E-002,
1.364421330321420E+008,9.997700020680062E-001,-1.086212520584530E-002,9.997700020680062E-001,-1.086212520584530E-002,
1.392980596274105E+008,9.996838402573258E-001,-1.112368678996541E-002,9.996838402573258E-001,-1.112368678996541E-002,
1.422137648008667E+008,9.997040146478210E-001,-1.146373415203102E-002,9.997040146478210E-001,-1.146373415203102E-002,
1.451904998026009E+008,9.996061998485915E-001,-1.148643186499081E-002,9.996061998485915E-001,-1.148643186499081E-002,
1.482295420731354E+008,9.995759111318653E-001,-1.164214915326853E-002,9.995759111318653E-001,-1.164214915326853E-002,
1.513321957916272E+008,9.994703909764300E-001,-1.198345815442975E-002,9.994703909764300E-001,-1.198345815442975E-002,
1.544997924355456E+008,9.995155071244261E-001,-1.232501670029835E-002,9.995155071244261E-001,-1.232501670029835E-002,
1.577336913520643E+008,9.995903704634818E-001,-1.264263451447598E-002,9.995903704634818E-001,-1.264263451447598E-002,
1.610352803414134E+008,9.994461454388250E-001,-1.276362452635011E-002,9.994461454388250E-001,-1.276362452635011E-002,
1.644059762524427E+008,9.995749469200953E-001,-1.322446606666474E-002,9.995749469200953E-001,-1.322446606666474E-002,
1.678472255906498E+008,9.993961382359423E-001,-1.365711729128030E-002,9.993961382359423E-001,-1.365711729128030E-002,
1.713605051389360E+008,9.993845708855047E-001,-1.389818973523895E-002,9.993845708855047E-001,-1.389818973523895E-002,
1.749473225913547E+008,9.992685471301119E-001,-1.408161217085629E-002,9.992685471301119E-001,-1.408161217085629E-002,
1.786092172001261E+008,9.992482049939226E-001,-1.436943674859486E-002,9.992482049939226E-001,-1.436943674859486E-002,
1.823477604361935E+008,9.992305226832234E-001,-1.486357285161957E-002,9.992305226832234E-001,-1.486357285161957E-002,
