% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.994834274519027E-001,-8.308623399513295E-003,9.994834274519027E-001,-8.308623399513295E-003,
1.020931412693436E+008,9.996345118327799E-001,-8.558940224122926E-003,9.996345118327799E-001,-8.558940224122926E-003,
1.042300949424215E+008,9.996263597319397E-001,-8.828208731753579E-003,9.996263597319397E-001,-8.828208731753579E-003,
1.064117780747374E+008,9.996874023553228E-001,-8.735065273074905E-003,9.996874023553228E-001,-8.735065273074905E-003,
1.086391269170620E+008,9.996302770657254E-001,-8.961515407959437E-003,9.996302770657254E-001,-8.961515407959437E-003,
1.109130973172177E+008,9.996068649701784E-001,-9.243432172977708E-003,9.996068649701784E-001,-9.243432172977708E-003,
1.132346651302716E+008,9.996568376934397E-001,-9.317570052744896E-003,9.996568376934397E-001,-9.317570052744896E-003,
1.156048266373163E+008,9.995998437509651E-001,-9.377490485282520E-003,9.995998437509651E-001,-9.377490485282520E-003,
1.180245989730151E+008,9.996695969942475E-001,-9.518112848574607E-003,9.996695969942475E-001,-9.518112848574607E-003,
1.204950205620966E+008,9.995112901109033E-001,-9.749464330642547E-003,9.995112901109033E-001,-9.749464330642547E-003,
1.230171515649859E+008,9.997195110064904E-001,-9.926406217460089E-003,9.997195110064904E-001,-9.926406217460089E-003,
1.255920743327636E+008,9.996030644089992E-001,-1.009383409438478E-002,9.996030644089992E-001,-1.009383409438478E-002,
1.282208938716474E+008,9.995893412397358E-001,-1.043256690775283E-002,9.995893412397358E-001,-1.043256690775283E-002,
1.309047383171961E+008,9.996245742510235E-001,-1.053191880359251E-002,9.996245742510235E-001,-1.053191880359251E-002,
1.336447594184396E+008,9.995445521113787E-001,-1.068850207869687E-002,9.995445521113787E-001,-1.068850207869687E-002,
1.364421330321420E+008,9.996609662758276E-001,-1.100072849177304E-002,9.996609662758276E-001,-1.100072849177304E-002,
1.392980596274105E+008,9.996377962597867E-001,-1.112880116981423E-002,9.996377962597867E-001,-1.112880116981423E-002,
1.422137648008667E+008,9.995256056926497E-001,-1.153051089618227E-002,9.995256056926497E-001,-1.153051089618227E-002,
1.451904998026009E+008,9.994580036089987E-001,-1.151724993648861E-002,9.994580036089987E-001,-1.151724993648861E-002,
1.482295420731354E+008,9.995631065945361E-001,-1.171684027922031E-002,9.995631065945361E-001,-1.171684027922031E-002,
1.513321957916272E+008,9.993957645740393E-001,-1.185311384926009E-002,9.993957645740393E-001,-1.185311384926009E-002,
1.544997924355456E+008,9.995947591431454E-001,-1.234251209453566E-002,9.995947591431454E-001,-1.234251209453566E-002,
1.577336913520643E+008,9.995649067252570E-001,-1.260156906794665E-002,9.995649067252570E-001,-1.260156906794665E-002,
1.610352803414134E+008,9.993057239431646E-001,-1.281746881613763E-002,9.993057239431646E-001,-1.281746881613763E-002,
1.644059762524427E+008,9.994793643587500E-001,-1.321433348631871E-002,9.994793643587500E-001,-1.321433348631871E-002,
1.678472255906498E+008,9.993464647574517E-001,-1.357067171559155E-002,9.993464647574517E-001,-1.357067171559155E-002,
1.713605051389360E+008,9.992121329103667E-001,-1.387701340830383E-002,9.992121329103667E-001,-1.387701340830383E-002,
1.749473225913547E+008,9.991946911496406E-001,-1.409401502775758E-002,9.991946911496406E-001,-1.409401502775758E-002,
1.786092172001261E+008,9.991962055513897E-001,-1.443984096456781E-002,9.991962055513897E-001,-1.443984096456781E-002,
1.823477604361935E+008,9.991907654213564E-001,-1.490206551699760E-002,9.991907654213564E-001,-1.490206551699760E-002,
1.861645566636073E+008,9.991447931241925E-001,-1.501426206151750E-002,9.991447931241925E-001,-1.501426206151750E-002,
1.900612438280239E+008,9.990936328222707E-001,-1.546241771492896E-002,9.990936328222707E-001,-1.546241771492896E-002,
1.940394941596160E+008,9.990813433500134E-001,-1.583601541562999E-002,9.990813433500134E-001,-1.583601541562999E-002,
1.981010148906965E+008,9.989868747272006E-001,-1.610186423053915E-002,9.989868747272006E-001,-1.610186423053915E-002,
2.022475489883622E+008,9.988248638569345E-001,-1.649108245378365E-002,9.988248638569345E-001,-1.649108245378365E-002,
2.064808759024735E+008,9.988020523536361E-001,-1.682577643522788E-002,9.988020523536361E-001,-1.682577643522788E-002,
2.108028123292904E+008,9.988789529650382E-001,-1.743434789578162E-002,9.988789529650382E-001,-1.743434789578162E-002,
2.152152129910917E+008,9.987805872064419E-001,-1.771322418170027E-002,9.987805872064419E-001,-1.771322418170027E-002,
2.197199714321140E+008,9.987173868099815E-001,-1.805031584979264E-002,9.987173868099815E-001,-1.805031584979264E-002,
2.243190208311496E+008,9.986379907597884E-001,-1.841031809137116E-002,9.986379907597884E-001,-1.841031809137116E-002,
2.290143348311539E+008,9.984889010897805E-001,-1.891236035122536E-002,9.984889010897805E-001,-1.891236035122536E-002,
2.338079283862175E+008,9.985155818700175E-001,-1.939298056726539E-002,9.985155818700175E-001,-1.939298056726539E-002,
2.387018586262668E+008,9.983900163046567E-001,-1.989823142269395E-002,9.983900163046567E-001,-1.989823142269395E-002,
2.436982257398635E+008,9.982894957987466E-001,-2.036734314980726E-002,9.982894957987466E-001,-2.036734314980726E-002,
2.487991738754827E+008,9.982201097600979E-001,-2.069204584862381E-002,9.982201097600979E-001,-2.069204584862381E-002,
2.540068920616564E+008,9.981492734266673E-001,-2.124334399658483E-002,9.981492734266673E-001,-2.124334399658483E-002,
2.593236151463760E+008,9.980269021584680E-001,-2.203795900502247E-002,9.980269021584680E-001,-2.203795900502247E-002,
2.647516247561587E+008,9.979067688292871E-001,-2.234139670407961E-002,9.979067688292871E-001,-2.234139670407961E-002,
2.702932502751876E+008,9.978354081371658E-001,-2.310730959279816E-002,9.978354081371658E-001,-2.310730959279816E-002,
2.759508698449477E+008,9.977712914647511E-001,-2.337257246541304E-002,9.977712914647511E-001,-2.337257246541304E-002,
2.817269113847850E+008,9.976377411498716E-001,-2.414063043996178E-002,9.976377411498716E-001,-2.414063043996178E-002,
2.876238536338270E+008,9.975069637773986E-001,-2.471180660718571E-002,9.975069637773986E-001,-2.471180660718571E-002,
2.936442272147132E+008,9.973983744306039E-001,-2.506667592847496E-002,9.973983744306039E-001,-2.506667592847496E-002,
2.997906157195895E+008,9.972929453212155E-001,-2.564845983854502E-002,9.972929453212155E-001,-2.564845983854502E-002,
3.060656568188355E+008,9.971813666209660E-001,-2.616814213226648E-002,9.971813666209660E-001,-2.616814213226648E-002,
3.124720433929982E+008,9.970719677957223E-001,-2.668295879376923E-002,9.970719677957223E-001,-2.668295879376923E-002,
3.190125246884183E+008,9.969597222007173E-001,-2.740468012328343E-002,9.969597222007173E-001,-2.740468012328343E-002,
