% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.992129283729487E-001,-2.218825487191887E-002,9.992129283729487E-001,-2.218825487191887E-002,
1.020931412693436E+008,9.993425626052842E-001,-2.267166840085533E-002,9.993425626052842E-001,-2.267166840085533E-002,
1.042300949424215E+008,9.990936462884478E-001,-2.315283529263732E-002,9.990936462884478E-001,-2.315283529263732E-002,
1.064117780747374E+008,9.992940982505604E-001,-2.361367903576512E-002,9.992940982505604E-001,-2.361367903576512E-002,
1.086391269170620E+008,9.991511656029896E-001,-2.428845427921120E-002,9.991511656029896E-001,-2.428845427921120E-002,
1.109130973172177E+008,9.991946208999261E-001,-2.483925436526451E-002,9.991946208999261E-001,-2.483925436526451E-002,
1.132346651302716E+008,9.993317328163482E-001,-2.514687940123024E-002,9.993317328163482E-001,-2.514687940123024E-002,
1.156048266373163E+008,9.990592045821456E-001,-2.596261720099395E-002,9.990592045821456E-001,-2.596261720099395E-002,
1.180245989730151E+008,9.991291667384240E-001,-2.646394592943990E-002,9.991291667384240E-001,-2.646394592943990E-002,
1.204950205620966E+008,9.990738508396990E-001,-2.688376195549254E-002,9.990738508396990E-001,-2.688376195549254E-002,
1.230171515649859E+008,9.990906646727849E-001,-2.742416743903264E-002,9.990906646727849E-001,-2.742416743903264E-002,
1.255920743327636E+008,9.991457945000477E-001,-2.794458269424077E-002,9.991457945000477E-001,-2.794458269424077E-002,
1.282208938716474E+008,9.991763694740087E-001,-2.856383201142341E-002,9.991763694740087E-001,-2.856383201142341E-002,
1.309047383171961E+008,9.991983130435053E-001,-2.907018217601405E-002,9.991983130435053E-001,-2.907018217601405E-002,
1.336447594184396E+008,9.991418449939123E-001,-2.977839827785565E-002,9.991418449939123E-001,-2.977839827785565E-002,
1.364421330321420E+008,9.992401099858508E-001,-3.058160015926314E-002,9.992401099858508E-001,-3.058160015926314E-002,
1.392980596274105E+008,9.991894139540439E-001,-3.106872879369108E-002,9.991894139540439E-001,-3.106872879369108E-002,
1.422137648008667E+008,9.989842130066124E-001,-3.173258999524670E-002,9.989842130066124E-001,-3.173258999524670E-002,
1.451904998026009E+008,9.989609174376714E-001,-3.242774132027176E-002,9.989609174376714E-001,-3.242774132027176E-002,
1.482295420731354E+008,9.989871326999702E-001,-3.296122297760955E-002,9.989871326999702E-001,-3.296122297760955E-002,
1.513321957916272E+008,9.990124650987016E-001,-3.354096239900469E-002,9.990124650987016E-001,-3.354096239900469E-002,
1.544997924355456E+008,9.989475632330815E-001,-3.447988064454917E-002,9.989475632330815E-001,-3.447988064454917E-002,
1.577336913520643E+008,9.987918358634184E-001,-3.524587685691678E-002,9.987918358634184E-001,-3.524587685691678E-002,
1.610352803414134E+008,9.988102692215208E-001,-3.581548647769394E-002,9.988102692215208E-001,-3.581548647769394E-002,
1.644059762524427E+008,9.987316740404272E-001,-3.658450000670711E-002,9.987316740404272E-001,-3.658450000670711E-002,
1.678472255906498E+008,9.988350159730893E-001,-3.739584698305469E-002,9.988350159730893E-001,-3.739584698305469E-002,
1.713605051389360E+008,9.986186103043144E-001,-3.805961138102371E-002,9.986186103043144E-001,-3.805961138102371E-002,
1.749473225913547E+008,9.984751608834490E-001,-3.889372823833442E-002,9.984751608834490E-001,-3.889372823833442E-002,
1.786092172001261E+008,9.984606302130710E-001,-3.968956287273506E-002,9.984606302130710E-001,-3.968956287273506E-002,
1.823477604361935E+008,9.986020457724477E-001,-4.054340927252119E-002,9.986020457724477E-001,-4.054340927252119E-002,
1.861645566636073E+008,9.985918799904228E-001,-4.124754526164548E-002,9.985918799904228E-001,-4.124754526164548E-002,
1.900612438280239E+008,9.984051019123451E-001,-4.210672452517030E-002,9.984051019123451E-001,-4.210672452517030E-002,
1.940394941596160E+008,9.983562443371616E-001,-4.294838307656648E-002,9.983562443371616E-001,-4.294838307656648E-002,
1.981010148906965E+008,9.982471735736282E-001,-4.372815190057296E-002,9.982471735736282E-001,-4.372815190057296E-002,
2.022475489883622E+008,9.981659583998925E-001,-4.475117059019433E-002,9.981659583998925E-001,-4.475117059019433E-002,
2.064808759024735E+008,9.981050889568559E-001,-4.559008253190237E-002,9.981050889568559E-001,-4.559008253190237E-002,
2.108028123292904E+008,9.981682564202455E-001,-4.674972732713334E-002,9.981682564202455E-001,-4.674972732713334E-002,
2.152152129910917E+008,9.979693425982757E-001,-4.756308618444289E-002,9.979693425982757E-001,-4.756308618444289E-002,
2.197199714321140E+008,9.979509051566813E-001,-4.859942786663994E-002,9.979509051566813E-001,-4.859942786663994E-002,
2.243190208311496E+008,9.978840032917925E-001,-4.944960576153459E-002,9.978840032917925E-001,-4.944960576153459E-002,
2.290143348311539E+008,9.977438040745603E-001,-5.060206592931621E-002,9.977438040745603E-001,-5.060206592931621E-002,
2.338079283862175E+008,9.977860786360779E-001,-5.160303460131855E-002,9.977860786360779E-001,-5.160303460131855E-002,
2.387018586262668E+008,9.976110017785658E-001,-5.289427467777273E-002,9.976110017785658E-001,-5.289427467777273E-002,
2.436982257398635E+008,9.975950333663007E-001,-5.393544781750055E-002,9.975950333663007E-001,-5.393544781750055E-002,
2.487991738754827E+008,9.974024507362718E-001,-5.517363517911072E-002,9.974024507362718E-001,-5.517363517911072E-002,
2.540068920616564E+008,9.972525214167696E-001,-5.631926919163539E-002,9.972525214167696E-001,-5.631926919163539E-002,
2.593236151463760E+008,9.971537824611951E-001,-5.767857809296056E-002,9.971537824611951E-001,-5.767857809296056E-002,
2.647516247561587E+008,9.969795412430997E-001,-5.869853823522486E-002,9.969795412430997E-001,-5.869853823522486E-002,
2.702932502751876E+008,9.969635460855081E-001,-6.011820879735901E-002,9.969635460855081E-001,-6.011820879735901E-002,
2.759508698449477E+008,9.968060077214477E-001,-6.131214378532487E-002,9.968060077214477E-001,-6.131214378532487E-002,
2.817269113847850E+008,9.966467416658682E-001,-6.270109656998801E-002,9.966467416658682E-001,-6.270109656998801E-002,
2.876238536338270E+008,9.965998134153871E-001,-6.414625832617776E-002,9.965998134153871E-001,-6.414625832617776E-002,
2.936442272147132E+008,9.964892470866862E-001,-6.531257299911730E-002,9.964892470866862E-001,-6.531257299911730E-002,
2.997906157195895E+008,9.963891787745052E-001,-6.672090931054518E-002,9.963891787745052E-001,-6.672090931054518E-002,
3.060656568188355E+008,9.961975804562608E-001,-6.797286589950737E-002,9.961975804562608E-001,-6.797286589950737E-002,
3.124720433929982E+008,9.960741475742494E-001,-6.945099745920849E-002,9.960741475742494E-001,-6.945099745920849E-002,
3.190125246884183E+008,9.958715731755183E-001,-7.085138833596688E-002,9.958715731755183E-001,-7.085138833596688E-002,
3.256899074970465E+008,9.957945495235836E-001,-7.245383564959708E-002,9.957945495235836E-001,-7.245383564959708E-002,
3.325070573609542E+008,9.955954086822855E-001,-7.376815674176025E-002,9.955954086822855E-001,-7.376815674176025E-002,
3.394668998020564E+008,9.953247472241844E-001,-7.538140057719202E-002,9.953247472241844E-001,-7.538140057719202E-002,
3.465724215775746E+008,9.951326319343460E-001,-7.692246062045058E-002,9.951326319343460E-001,-7.692246062045058E-002,
3.538266719617783E+008,9.949515549768784E-001,-7.850900962732814E-002,9.949515549768784E-001,-7.850900962732814E-002,
3.612327640545553E+008,9.947452166524826E-001,-8.006543387918129E-002,9.947452166524826E-001,-8.006543387918129E-002,
3.687938761173719E+008,9.945597639292159E-001,-8.166704117499904E-002,9.945597639292159E-001,-8.166704117499904E-002,
3.765132529371966E+008,9.942422292444368E-001,-8.331223168587928E-002,9.942422292444368E-001,-8.331223168587928E-002,
3.843942072189731E+008,9.940420279813707E-001,-8.501101770699149E-002,9.940420279813707E-001,-8.501101770699149E-002,
3.924401210072396E+008,9.937030953562429E-001,-8.680832642101982E-002,9.937030953562429E-001,-8.680832642101982E-002,
4.006544471375042E+008,9.934899993411169E-001,-8.853053538574709E-002,9.934899993411169E-001,-8.853053538574709E-002,
4.090407107179998E+008,9.931382175981385E-001,-9.041677111564109E-002,9.931382175981385E-001,-9.041677111564109E-002,
4.176025106424546E+008,9.928495270227501E-001,-9.243556736771688E-002,9.928495270227501E-001,-9.243556736771688E-002,
4.263435211345269E+008,9.925853451851479E-001,-9.443811638672632E-002,9.925853451851479E-001,-9.443811638672632E-002,
4.352674933245664E+008,9.922793845939184E-001,-9.638237067916258E-002,9.922793845939184E-001,-9.638237067916258E-002,
4.443782568593804E+008,9.918943809019493E-001,-9.842688065960592E-002,9.918943809019493E-001,-9.842688065960592E-002,
4.536797215456938E+008,9.915265157517065E-001,-1.004732717446665E-001,9.915265157517065E-001,-1.004732717446665E-001,
4.631758790280099E+008,9.912198994576560E-001,-1.024907177357363E-001,9.912198994576560E-001,-1.024907177357363E-001,
4.728708045015902E+008,9.908646550799581E-001,-1.047317782947579E-001,9.908646550799581E-001,-1.047317782947579E-001,
4.827686584612901E+008,9.904042412930927E-001,-1.068980649230784E-001,9.904042412930927E-001,-1.068980649230784E-001,
4.928736884869999E+008,9.901191928502073E-001,-1.091579967286959E-001,9.901191928502073E-001,-1.091579967286959E-001,
5.031902310664573E+008,9.898368600461042E-001,-1.113809333114068E-001,9.898368600461042E-001,-1.113809333114068E-001,
5.137227134562149E+008,9.896099680208219E-001,-1.136177296511138E-001,9.896099680208219E-001,-1.136177296511138E-001,
5.244756555815587E+008,9.892275566166903E-001,-1.159259639192075E-001,9.892275566166903E-001,-1.159259639192075E-001,
5.354536719761968E+008,9.887201581180519E-001,-1.181907227999399E-001,9.887201581180519E-001,-1.181907227999399E-001,
5.466614737625463E+008,9.882049573578144E-001,-1.205839217740625E-001,9.882049573578144E-001,-1.205839217740625E-001,
5.581038706734722E+008,9.876055916580924E-001,-1.230636243701531E-001,9.876055916580924E-001,-1.230636243701531E-001,
5.697857731163427E+008,9.869836595868969E-001,-1.256401625854626E-001,9.869836595868969E-001,-1.256401625854626E-001,
5.817121942802894E+008,9.865922072180757E-001,-1.282014268645338E-001,9.865922072180757E-001,-1.282014268645338E-001,
5.938882522875744E+008,9.860992943501188E-001,-1.309735736509659E-001,9.860992943501188E-001,-1.309735736509659E-001,
6.063191723899891E+008,9.855252989287999E-001,-1.334129546255614E-001,9.855252989287999E-001,-1.334129546255614E-001,
6.190102892112266E+008,9.847813753701661E-001,-1.360272468855763E-001,9.847813753701661E-001,-1.360272468855763E-001,
