% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.992861503225400E-001,-5.891325312352726E-003,9.992861503225400E-001,-5.891325312352726E-003,
1.020931412693436E+008,9.993522961449886E-001,-5.895792746553242E-003,9.993522961449886E-001,-5.895792746553242E-003,
1.042300949424215E+008,9.994157345222530E-001,-6.133215748394014E-003,9.994157345222530E-001,-6.133215748394014E-003,
1.064117780747374E+008,9.993576670135549E-001,-6.021913229790667E-003,9.993576670135549E-001,-6.021913229790667E-003,
1.086391269170620E+008,9.993591201641813E-001,-6.229773089094620E-003,9.993591201641813E-001,-6.229773089094620E-003,
1.109130973172177E+008,9.992336820721095E-001,-6.505268263270018E-003,9.992336820721095E-001,-6.505268263270018E-003,
1.132346651302716E+008,9.991803246270856E-001,-6.541813321116146E-003,9.991803246270856E-001,-6.541813321116146E-003,
1.156048266373163E+008,9.993191822229198E-001,-6.449461963976924E-003,9.993191822229198E-001,-6.449461963976924E-003,
1.180245989730151E+008,9.992084537627025E-001,-6.487227100182723E-003,9.992084537627025E-001,-6.487227100182723E-003,
1.204950205620966E+008,9.990932143694037E-001,-6.695538287928772E-003,9.990932143694037E-001,-6.695538287928772E-003,
1.230171515649859E+008,9.992656695692350E-001,-6.875580383853068E-003,9.992656695692350E-001,-6.875580383853068E-003,
1.255920743327636E+008,9.991121573920774E-001,-6.835473346733025E-003,9.991121573920774E-001,-6.835473346733025E-003,
1.282208938716474E+008,9.991493777402285E-001,-7.206745014041870E-003,9.991493777402285E-001,-7.206745014041870E-003,
1.309047383171961E+008,9.991055699411486E-001,-7.231183986915428E-003,9.991055699411486E-001,-7.231183986915428E-003,
1.336447594184396E+008,9.989990827914124E-001,-7.310632769611566E-003,9.989990827914124E-001,-7.310632769611566E-003,
1.364421330321420E+008,9.990476726798592E-001,-7.427398557708150E-003,9.990476726798592E-001,-7.427398557708150E-003,
1.392980596274105E+008,9.989253732535145E-001,-7.550617001614055E-003,9.989253732535145E-001,-7.550617001614055E-003,
1.422137648008667E+008,9.989718822344854E-001,-7.777023437196420E-003,9.989718822344854E-001,-7.777023437196420E-003,
1.451904998026009E+008,9.988706304082722E-001,-7.743398303178275E-003,9.988706304082722E-001,-7.743398303178275E-003,
1.482295420731354E+008,9.987524131036066E-001,-7.885623477471054E-003,9.987524131036066E-001,-7.885623477471054E-003,
1.513321957916272E+008,9.987082329369000E-001,-8.083514071563255E-003,9.987082329369000E-001,-8.083514071563255E-003,
1.544997924355456E+008,9.987405724398735E-001,-8.229203901413950E-003,9.987405724398735E-001,-8.229203901413950E-003,
1.577336913520643E+008,9.986901713252678E-001,-8.498683702190171E-003,9.986901713252678E-001,-8.498683702190171E-003,
1.610352803414134E+008,9.985651341804401E-001,-8.611715210452883E-003,9.985651341804401E-001,-8.611715210452883E-003,
1.644059762524427E+008,9.985448926825847E-001,-8.834254318716020E-003,9.985448926825847E-001,-8.834254318716020E-003,
1.678472255906498E+008,9.984434075899155E-001,-9.086061595053915E-003,9.984434075899155E-001,-9.086061595053915E-003,
1.713605051389360E+008,9.982842451286120E-001,-9.292270416330878E-003,9.982842451286120E-001,-9.292270416330878E-003,
1.749473225913547E+008,9.982107070216655E-001,-9.393470950401049E-003,9.982107070216655E-001,-9.393470950401049E-003,
1.786092172001261E+008,9.981765560602839E-001,-9.690981322631046E-003,9.981765560602839E-001,-9.690981322631046E-003,
1.823477604361935E+008,9.980464041184601E-001,-1.004507907603973E-002,9.980464041184601E-001,-1.004507907603973E-002,
1.861645566636073E+008,9.980400201261338E-001,-1.001436348713956E-002,9.980400201261338E-001,-1.001436348713956E-002,
1.900612438280239E+008,9.979369381864122E-001,-1.033930369180691E-002,9.979369381864122E-001,-1.033930369180691E-002,
1.940394941596160E+008,9.978080008523789E-001,-1.065359111189527E-002,9.978080008523789E-001,-1.065359111189527E-002,
1.981010148906965E+008,9.976789543755156E-001,-1.069333470634164E-002,9.976789543755156E-001,-1.069333470634164E-002,
2.022475489883622E+008,9.975031848483990E-001,-1.096243245581141E-002,9.975031848483990E-001,-1.096243245581141E-002,
2.064808759024735E+008,9.974495215239585E-001,-1.125013907843626E-002,9.974495215239585E-001,-1.125013907843626E-002,
2.108028123292904E+008,9.974398094248024E-001,-1.167748732818777E-002,9.974398094248024E-001,-1.167748732818777E-002,
2.152152129910917E+008,9.972856750654124E-001,-1.177401553366996E-002,9.972856750654124E-001,-1.177401553366996E-002,
2.197199714321140E+008,9.971071840227126E-001,-1.199586704413668E-002,9.971071840227126E-001,-1.199586704413668E-002,
2.243190208311496E+008,9.969581069058274E-001,-1.224577291429890E-002,9.969581069058274E-001,-1.224577291429890E-002,
2.290143348311539E+008,9.968161135267988E-001,-1.251259929458811E-002,9.968161135267988E-001,-1.251259929458811E-002,
2.338079283862175E+008,9.967540727413428E-001,-1.277875400488557E-002,9.967540727413428E-001,-1.277875400488557E-002,
2.387018586262668E+008,9.966353238376797E-001,-1.312796350404244E-002,9.966353238376797E-001,-1.312796350404244E-002,
2.436982257398635E+008,9.964834806003832E-001,-1.341026844909506E-002,9.964834806003832E-001,-1.341026844909506E-002,
2.487991738754827E+008,9.962386113836792E-001,-1.362345143758077E-002,9.962386113836792E-001,-1.362345143758077E-002,
2.540068920616564E+008,9.961572862309406E-001,-1.398062838120731E-002,9.961572862309406E-001,-1.398062838120731E-002,
2.593236151463760E+008,9.959344989086297E-001,-1.456517644031732E-002,9.959344989086297E-001,-1.456517644031732E-002,
2.647516247561587E+008,9.957631846474304E-001,-1.470519152924362E-002,9.957631846474304E-001,-1.470519152924362E-002,
2.702932502751876E+008,9.956340067227721E-001,-1.522685392895977E-002,9.956340067227721E-001,-1.522685392895977E-002,
2.759508698449477E+008,9.954594379471884E-001,-1.532124843635703E-002,9.954594379471884E-001,-1.532124843635703E-002,
2.817269113847850E+008,9.953053886006482E-001,-1.584171176375933E-002,9.953053886006482E-001,-1.584171176375933E-002,
2.876238536338270E+008,9.950694044783763E-001,-1.611156329442492E-002,9.950694044783763E-001,-1.611156329442492E-002,
2.936442272147132E+008,9.948288986057777E-001,-1.634174187049847E-002,9.948288986057777E-001,-1.634174187049847E-002,
2.997906157195895E+008,9.946390165956283E-001,-1.668715498699489E-002,9.946390165956283E-001,-1.668715498699489E-002,
3.060656568188355E+008,9.944162712088090E-001,-1.692726981420952E-002,9.944162712088090E-001,-1.692726981420952E-002,
3.124720433929982E+008,9.942459096701276E-001,-1.721527799528112E-002,9.942459096701276E-001,-1.721527799528112E-002,
3.190125246884183E+008,9.939702266489021E-001,-1.764854071636485E-002,9.939702266489021E-001,-1.764854071636485E-002,
3.256899074970465E+008,9.936426792429259E-001,-1.787865356982303E-002,9.936426792429259E-001,-1.787865356982303E-002,
3.325070573609542E+008,9.934857674595545E-001,-1.803598462248701E-002,9.934857674595545E-001,-1.803598462248701E-002,
