% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,-9.807908809470765E-001,8.852074275466179E-003,-9.807908809470765E-001,8.852074275466179E-003,
1.020931412693436E+008,-9.804217082992149E-001,8.785415143153468E-003,-9.804217082992149E-001,8.785415143153468E-003,
1.042300949424215E+008,-9.803320106779689E-001,8.803656470378533E-003,-9.803320106779689E-001,8.803656470378533E-003,
1.064117780747374E+008,-9.801976081136368E-001,8.730926424561100E-003,-9.801976081136368E-001,8.730926424561100E-003,
1.086391269170620E+008,-9.802102804686571E-001,8.856002046465222E-003,-9.802102804686571E-001,8.856002046465222E-003,
1.109130973172177E+008,-9.800893237766594E-001,9.167596229991321E-003,-9.800893237766594E-001,9.167596229991321E-003,
1.132346651302716E+008,-9.799207951948467E-001,9.050476817902234E-003,-9.799207951948467E-001,9.050476817902234E-003,
1.156048266373163E+008,-9.801262300451094E-001,9.125385569049120E-003,-9.801262300451094E-001,9.125385569049120E-003,
1.180245989730151E+008,-9.795359110623141E-001,9.184161186176213E-003,-9.795359110623141E-001,9.184161186176213E-003,
1.204950205620966E+008,-9.795382327940294E-001,9.131501732700789E-003,-9.795382327940294E-001,9.131501732700789E-003,
1.230171515649859E+008,-9.792462577316330E-001,9.371423366492781E-003,-9.792462577316330E-001,9.371423366492781E-003,
1.255920743327636E+008,-9.791952358451282E-001,9.233238330471539E-003,-9.791952358451282E-001,9.233238330471539E-003,
1.282208938716474E+008,-9.790743715142737E-001,9.355486879502110E-003,-9.790743715142737E-001,9.355486879502110E-003,
1.309047383171961E+008,-9.791149388027889E-001,9.304223308411611E-003,-9.791149388027889E-001,9.304223308411611E-003,
1.336447594184396E+008,-9.789400520379735E-001,9.420410708430962E-003,-9.789400520379735E-001,9.420410708430962E-003,
1.364421330321420E+008,-9.789587463824530E-001,9.615787645682635E-003,-9.789587463824530E-001,9.615787645682635E-003,
1.392980596274105E+008,-9.786943991763891E-001,9.458665201389271E-003,-9.786943991763891E-001,9.458665201389271E-003,
1.422137648008667E+008,-9.786191330358125E-001,9.721066489272524E-003,-9.786191330358125E-001,9.721066489272524E-003,
1.451904998026009E+008,-9.784212144093811E-001,9.600298265650037E-003,-9.784212144093811E-001,9.600298265650037E-003,
1.482295420731354E+008,-9.782634298607226E-001,9.674567258199443E-003,-9.782634298607226E-001,9.674567258199443E-003,
1.513321957916272E+008,-9.782046496379877E-001,9.768024845795632E-003,-9.782046496379877E-001,9.768024845795632E-003,
1.544997924355456E+008,-9.779863075925422E-001,9.835549383842049E-003,-9.779863075925422E-001,9.835549383842049E-003,
1.577336913520643E+008,-9.779270024270295E-001,9.912643298820991E-003,-9.779270024270295E-001,9.912643298820991E-003,
1.610352803414134E+008,-9.777711029560877E-001,9.870110969446969E-003,-9.777711029560877E-001,9.870110969446969E-003,
