% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.997097973362576E-001,8.002177943275579E-004,9.997097973362576E-001,8.002177943275579E-004,
1.020931412693436E+008,9.995959175693776E-001,6.826929638470540E-004,9.995959175693776E-001,6.826929638470540E-004,
1.042300949424215E+008,9.995537622548272E-001,9.415858129951404E-004,9.995537622548272E-001,9.415858129951404E-004,
1.064117780747374E+008,9.995895233739940E-001,7.886220837553266E-004,9.995895233739940E-001,7.886220837553266E-004,
1.086391269170620E+008,9.996819039748259E-001,9.631473427402161E-004,9.996819039748259E-001,9.631473427402161E-004,
1.109130973172177E+008,9.996872570996067E-001,7.360008591344610E-004,9.996872570996067E-001,7.360008591344610E-004,
1.132346651302716E+008,9.997787830275895E-001,7.775081123264883E-004,9.997787830275895E-001,7.775081123264883E-004,
1.156048266373163E+008,9.994928349440158E-001,6.236193620496868E-004,9.994928349440158E-001,6.236193620496868E-004,
1.180245989730151E+008,9.997553884867101E-001,9.236825059462449E-004,9.997553884867101E-001,9.236825059462449E-004,
1.204950205620966E+008,9.995500554223498E-001,7.664788982359943E-004,9.995500554223498E-001,7.664788982359943E-004,
1.230171515649859E+008,9.996459796786767E-001,7.345249452097354E-004,9.996459796786767E-001,7.345249452097354E-004,
1.255920743327636E+008,9.997901304526665E-001,7.919641724050590E-004,9.997901304526665E-001,7.919641724050590E-004,
1.282208938716474E+008,9.997006919061904E-001,8.555941685311718E-004,9.997006919061904E-001,8.555941685311718E-004,
1.309047383171961E+008,9.998397397366102E-001,1.001919868200349E-003,9.998397397366102E-001,1.001919868200349E-003,
1.336447594184396E+008,9.999024315978426E-001,8.957648222504474E-004,9.999024315978426E-001,8.957648222504474E-004,
1.364421330321420E+008,9.999668223982079E-001,7.341376482917695E-004,9.999668223982079E-001,7.341376482917695E-004,
1.392980596274105E+008,9.997866542498856E-001,1.001777257740866E-003,9.997866542498856E-001,1.001777257740866E-003,
1.422137648008667E+008,9.997889010207168E-001,9.685053371639824E-004,9.997889010207168E-001,9.685053371639824E-004,
1.451904998026009E+008,9.997779303020558E-001,1.068747327467361E-003,9.997779303020558E-001,1.068747327467361E-003,
1.482295420731354E+008,9.998612878076121E-001,1.158164485774278E-003,9.998612878076121E-001,1.158164485774278E-003,
1.513321957916272E+008,9.999161686084309E-001,1.296777589267581E-003,9.999161686084309E-001,1.296777589267581E-003,
1.544997924355456E+008,9.998664917217857E-001,1.100368106889259E-003,9.998664917217857E-001,1.100368106889259E-003,
1.577336913520643E+008,9.997911073402954E-001,1.014012953731132E-003,9.997911073402954E-001,1.014012953731132E-003,
1.610352803414134E+008,9.997871922728389E-001,1.287640767929489E-003,9.997871922728389E-001,1.287640767929489E-003,
1.644059762524427E+008,9.997415982446425E-001,1.278271625426653E-003,9.997415982446425E-001,1.278271625426653E-003,
1.678472255906498E+008,9.998891926088698E-001,1.293930361677910E-003,9.998891926088698E-001,1.293930361677910E-003,
1.713605051389360E+008,9.998002346166444E-001,1.433240016090111E-003,9.998002346166444E-001,1.433240016090111E-003,
1.749473225913547E+008,9.997935362227657E-001,1.386560167332430E-003,9.997935362227657E-001,1.386560167332430E-003,
1.786092172001261E+008,9.997466937483958E-001,1.367673677723108E-003,9.997466937483958E-001,1.367673677723108E-003,
1.823477604361935E+008,9.999074951801051E-001,1.440998391668133E-003,9.999074951801051E-001,1.440998391668133E-003,
1.861645566636073E+008,9.998140761278731E-001,1.620393547792487E-003,9.998140761278731E-001,1.620393547792487E-003,
1.900612438280239E+008,9.997396698732318E-001,1.646933568227029E-003,9.997396698732318E-001,1.646933568227029E-003,
1.940394941596160E+008,9.997510720795840E-001,1.786466552921507E-003,9.997510720795840E-001,1.786466552921507E-003,
1.981010148906965E+008,9.997014751508482E-001,1.872390993814303E-003,9.997014751508482E-001,1.872390993814303E-003,
2.022475489883622E+008,9.996885822869572E-001,1.846241237950370E-003,9.996885822869572E-001,1.846241237950370E-003,
2.064808759024735E+008,9.997601654944941E-001,2.052422822755231E-003,9.997601654944941E-001,2.052422822755231E-003,
2.108028123292904E+008,9.998475098888087E-001,1.727241264338394E-003,9.998475098888087E-001,1.727241264338394E-003,
2.152152129910917E+008,9.997514288321457E-001,2.140444137496088E-003,9.997514288321457E-001,2.140444137496088E-003,
2.197199714321140E+008,9.997424600219854E-001,2.062532927778939E-003,9.997424600219854E-001,2.062532927778939E-003,
2.243190208311496E+008,9.997084771739065E-001,2.201562521621932E-003,9.997084771739065E-001,2.201562521621932E-003,
2.290143348311539E+008,9.997291810948050E-001,2.272824624298649E-003,9.997291810948050E-001,2.272824624298649E-003,
2.338079283862175E+008,9.997623612413475E-001,2.312952167739634E-003,9.997623612413475E-001,2.312952167739634E-003,
2.387018586262668E+008,9.997872052016908E-001,2.119268149744900E-003,9.997872052016908E-001,2.119268149744900E-003,
2.436982257398635E+008,9.997149557092260E-001,2.251903520317304E-003,9.997149557092260E-001,2.251903520317304E-003,
2.487991738754827E+008,9.997897244878391E-001,2.214744107299793E-003,9.997897244878391E-001,2.214744107299793E-003,
