% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,9.996326084075319E-001,6.965577549420720E-004,9.996326084075319E-001,6.965577549420720E-004,
1.020931412693436E+008,9.996517131174311E-001,6.203428105971364E-004,9.996517131174311E-001,6.203428105971364E-004,
1.042300949424215E+008,9.996479115824896E-001,6.931115333162468E-004,9.996479115824896E-001,6.931115333162468E-004,
1.064117780747374E+008,9.995375399524261E-001,8.199152416890799E-004,9.995375399524261E-001,8.199152416890799E-004,
1.086391269170620E+008,9.998074058632938E-001,8.740711358102205E-004,9.998074058632938E-001,8.740711358102205E-004,
1.109130973172177E+008,9.997259516719771E-001,5.925694527290150E-004,9.997259516719771E-001,5.925694527290150E-004,
1.132346651302716E+008,9.996193053380265E-001,7.824369519019910E-004,9.996193053380265E-001,7.824369519019910E-004,
1.156048266373163E+008,9.996631738518857E-001,7.148734061500180E-004,9.996631738518857E-001,7.148734061500180E-004,
1.180245989730151E+008,9.998173891182702E-001,8.658925592528237E-004,9.998173891182702E-001,8.658925592528237E-004,
1.204950205620966E+008,9.995980650973986E-001,8.031514777005024E-004,9.995980650973986E-001,8.031514777005024E-004,
1.230171515649859E+008,9.996200439222812E-001,8.493620740829555E-004,9.996200439222812E-001,8.493620740829555E-004,
1.255920743327636E+008,9.997405655139127E-001,7.586893021277673E-004,9.997405655139127E-001,7.586893021277673E-004,
1.282208938716474E+008,9.996954666593803E-001,8.745382133326401E-004,9.996954666593803E-001,8.745382133326401E-004,
1.309047383171961E+008,9.998390984883921E-001,1.059036251496135E-003,9.998390984883921E-001,1.059036251496135E-003,
1.336447594184396E+008,9.998882177129609E-001,1.054826114330729E-003,9.998882177129609E-001,1.054826114330729E-003,
1.364421330321420E+008,1.000001668613093E+000,8.823568034776956E-004,1.000001668613093E+000,8.823568034776956E-004,
1.392980596274105E+008,9.998897256469856E-001,9.713124001456610E-004,9.998897256469856E-001,9.713124001456610E-004,
1.422137648008667E+008,9.998934900174290E-001,9.701157816371541E-004,9.998934900174290E-001,9.701157816371541E-004,
1.451904998026009E+008,9.998648016689412E-001,1.021616565755153E-003,9.998648016689412E-001,1.021616565755153E-003,
1.482295420731354E+008,9.998493089093543E-001,1.088838571618010E-003,9.998493089093543E-001,1.088838571618010E-003,
1.513321957916272E+008,9.999464760148685E-001,1.297291378951957E-003,9.999464760148685E-001,1.297291378951957E-003,
1.544997924355456E+008,9.998914294591681E-001,1.058941910764210E-003,9.998914294591681E-001,1.058941910764210E-003,
1.577336913520643E+008,9.997512885450226E-001,1.126026002833922E-003,9.997512885450226E-001,1.126026002833922E-003,
1.610352803414134E+008,9.997583152905153E-001,1.199975249864237E-003,9.997583152905153E-001,1.199975249864237E-003,
1.644059762524427E+008,9.997360475350255E-001,1.338492332088387E-003,9.997360475350255E-001,1.338492332088387E-003,
1.678472255906498E+008,9.999464111621080E-001,1.262968079040615E-003,9.999464111621080E-001,1.262968079040615E-003,
