% Version 1.00
%
%freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S11,im:Trc2_S11,
1.000000000000000E+008,5.467826729136387E-001,-1.409275232809630E-002,5.467826729136387E-001,-1.409275232809630E-002,
1.020931412693436E+008,5.468063464923529E-001,-1.414418675408995E-002,5.468063464923529E-001,-1.414418675408995E-002,
1.042300949424215E+008,5.466742361926444E-001,-1.422148995628707E-002,5.466742361926444E-001,-1.422148995628707E-002,
1.064117780747374E+008,5.466579555366676E-001,-1.470232268396089E-002,5.466579555366676E-001,-1.470232268396089E-002,
1.086391269170620E+008,5.466390168740671E-001,-1.493036005477296E-002,5.466390168740671E-001,-1.493036005477296E-002,
1.109130973172177E+008,5.465139080502540E-001,-1.502447088402958E-002,5.465139080502540E-001,-1.502447088402958E-002,
1.132346651302716E+008,5.465865031361892E-001,-1.523212906094239E-002,5.465865031361892E-001,-1.523212906094239E-002,
1.156048266373163E+008,5.464185873297660E-001,-1.579355123226818E-002,5.464185873297660E-001,-1.579355123226818E-002,
1.180245989730151E+008,5.464371208410139E-001,-1.598225797773658E-002,5.464371208410139E-001,-1.598225797773658E-002,
1.204950205620966E+008,5.463330726895820E-001,-1.619978630481035E-002,5.463330726895820E-001,-1.619978630481035E-002,
1.230171515649859E+008,5.463603245818630E-001,-1.625298267466897E-002,5.463603245818630E-001,-1.625298267466897E-002,
1.255920743327636E+008,5.463429296483278E-001,-1.675558667197208E-002,5.463429296483278E-001,-1.675558667197208E-002,
1.282208938716474E+008,5.463434518575293E-001,-1.680059214784661E-002,5.463434518575293E-001,-1.680059214784661E-002,
1.309047383171961E+008,5.462651024410412E-001,-1.734783418826786E-002,5.462651024410412E-001,-1.734783418826786E-002,
1.336447594184396E+008,5.463213078675100E-001,-1.755358317787051E-002,5.463213078675100E-001,-1.755358317787051E-002,
1.364421330321420E+008,5.463356497231495E-001,-1.771459687319942E-002,5.463356497231495E-001,-1.771459687319942E-002,
1.392980596274105E+008,5.462705196667470E-001,-1.807248910702769E-002,5.462705196667470E-001,-1.807248910702769E-002,
1.422137648008667E+008,5.461508830707793E-001,-1.820460759497172E-002,5.461508830707793E-001,-1.820460759497172E-002,
1.451904998026009E+008,5.461709386701248E-001,-1.881134684797124E-002,5.461709386701248E-001,-1.881134684797124E-002,
