#20171017
#f[Hz]
100000000.0	1.00000000e+00	+5.19986807e-10	7.90855123e+01	-4.00092578e-01	1.13857751e+10	+8.81966001e+00	3.16030807e+01	-1.89400750e-01	2.34738901e+01	-1.21561398e+00	8.59746554e+01	-6.83793938e+02	8.38122175e+01	-6.94592954e+02	9.40863607e+01	-1.33460372e+03	8.93236475e+01	-1.34945618e+03	1.02769148e+02	-1.97044824e+03	9.73644669e+01	-1.98819921e+03	1.10541757e+02	-2.58116633e+03	1.04817924e+02	-2.59529894e+03	1.21378098e+02	-3.17035649e+03	1.12421341e+02	-3.18732187e+03	1.29778120e+02	-3.75491438e+03	1.20467639e+02	-3.77184494e+03	1.37430277e+02	-4.30800498e+03	1.28717545e+02	-4.31953742e+03	1.44079412e+02	-4.84778405e+03	1.36369830e+02	-4.86359823e+03	1.51736879e+02	-5.37206940e+03	1.42457686e+02	-5.37743899e+03	1.60188287e+02	-5.87126824e+03	1.48291414e+02	-5.88275712e+03
102093141.2693436	1.00000000e+00	+8.40503524e-10	7.90854198e+01	-4.08466564e-01	7.62814625e+08	+3.07915093e+00	3.17572695e+01	+2.27962788e-01	2.32816191e+01	-9.75697613e-01	8.27128843e+01	-6.71839173e+02	8.02729839e+01	-6.82066868e+02	8.82377315e+01	-1.31138871e+03	8.34282142e+01	-1.32627410e+03	9.39816523e+01	-1.93589975e+03	8.85227598e+01	-1.95347825e+03	9.92769037e+01	-2.53679760e+03	9.36470350e+01	-2.55057002e+03	1.07612163e+02	-3.11657376e+03	9.84094021e+01	-3.13208943e+03	1.13625317e+02	-3.68988370e+03	1.04361902e+02	-3.70697892e+03	1.19024345e+02	-4.23414994e+03	1.10323070e+02	-4.24528179e+03	1.23975671e+02	-4.76434960e+03	1.15255174e+02	-4.77966533e+03	1.28960965e+02	-5.27983646e+03	1.19396865e+02	-5.28471859e+03	1.35097449e+02	-5.77059592e+03	1.23388683e+02	-5.78159177e+03
104230094.9424215	1.00000000e+00	+4.06248766e-10	7.90853233e+01	-4.17015797e-01	1.15318375e+10	+1.28208897e+01	3.24396123e+01	+6.98936830e-01	2.35971148e+01	-5.71759216e-01	8.54300349e+01	-6.56754274e+02	8.30288627e+01	-6.66845067e+02	9.32484569e+01	-1.28180852e+03	8.83244577e+01	-1.29615089e+03	1.00920676e+02	-1.89281421e+03	9.53091565e+01	-1.90958945e+03	1.08639722e+02	-2.47951482e+03	1.02735489e+02	-2.49303325e+03	1.18353321e+02	-3.04634134e+03	1.09997008e+02	-3.06225093e+03	1.26635464e+02	-3.60784878e+03	1.17722672e+02	-3.62417450e+03	1.33714232e+02	-4.13931746e+03	1.25571950e+02	-4.15032174e+03	1.40426995e+02	-4.65795562e+03	1.32745992e+02	-4.67290323e+03	1.47245461e+02	-5.16194966e+03	1.38431502e+02	-5.16643895e+03	1.55442858e+02	-5.64188540e+03	1.44438473e+02	-5.65234833e+03
106411778.0747374	1.00000000e+00	-1.05435020e-09	7.90852228e+01	-4.25743943e-01	1.13360349e+09	-4.72135952e-01	3.17067291e+01	+3.11114358e-01	2.30588551e+01	-9.54868713e-01	8.26321274e+01	-6.40264829e+02	8.04632644e+01	-6.50149975e+02	8.73831841e+01	-1.25012710e+03	8.28800570e+01	-1.26399947e+03	9.16342119e+01	-1.84635692e+03	8.68905131e+01	-1.86269084e+03	9.63108684e+01	-2.41875933e+03	9.10575894e+01	-2.43221963e+03	1.03479066e+02	-2.97166220e+03	9.51480241e+01	-2.98705236e+03	1.08238331e+02	-3.51952312e+03	9.98167117e+01	-3.53503041e+03	1.12678923e+02	-4.03755732e+03	1.04573289e+02	-4.04793584e+03	1.16323452e+02	-4.54344091e+03	1.08726799e+02	-4.55840305e+03	1.20710659e+02	-5.03537002e+03	1.11616651e+02	-5.03964493e+03	1.25655136e+02	-5.50320089e+03	1.14814919e+02	-5.51341214e+03
108639126.917062	1.00000000e+00	+6.88738262e-10	7.90851180e+01	-4.34654741e-01	7.14340898e+08	+5.92742792e+00	3.18624793e+01	+4.04333704e-01	2.32135451e+01	-1.08644357e+00	8.63701838e+01	-6.27840173e+02	8.47145948e+01	-6.37663211e+02	9.55580688e+01	-1.22590611e+03	9.05189736e+01	-1.23965525e+03	1.02923717e+02	-1.81038708e+03	9.81994060e+01	-1.82594333e+03	1.11199776e+02	-2.37158387e+03	1.06156765e+02	-2.38445085e+03	1.21101966e+02	-2.91377868e+03	1.13482614e+02	-2.92860424e+03	1.29475735e+02	-3.45032518e+03	1.21287527e+02	-3.46570564e+03	1.36704318e+02	-3.95894418e+03	1.28958985e+02	-3.96910804e+03	1.44011600e+02	-4.45481826e+03	1.36331548e+02	-4.46928669e+03	1.50928813e+02	-4.93695553e+03	1.42601139e+02	-4.94135878e+03	1.58910092e+02	-5.39611048e+03	1.48349499e+02	-5.40595636e+03
110913097.3172177	1.00000000e+00	-6.63126177e-10	7.90850088e+01	-4.43752018e-01	9.68073968e+08	+6.92655733e-01	3.16261765e+01	+2.73215904e-01	2.31590075e+01	-1.43598670e+00	8.45950559e+01	-6.16348431e+02	8.26155386e+01	-6.26008347e+02	9.17122611e+01	-1.20316969e+03	8.70017105e+01	-1.21636682e+03	9.84799872e+01	-1.77676855e+03	9.35320652e+01	-1.79278025e+03	1.05316986e+02	-2.32803596e+03	1.00140507e+02	-2.34073067e+03	1.14272797e+02	-2.86016111e+03	1.06430627e+02	-2.87494353e+03	1.21460524e+02	-3.38730127e+03	1.13198093e+02	-3.40244170e+03	1.27801984e+02	-3.88661927e+03	1.19914881e+02	-3.89638772e+03	1.33872894e+02	-4.37301103e+03	1.26413853e+02	-4.38748292e+03	1.39966636e+02	-4.84662374e+03	1.31668770e+02	-4.85089722e+03	1.46927937e+02	-5.29733198e+03	1.37000230e+02	-5.30707469e+03
113234665.1302716	1.00000000e+00	+5.85201297e-11	7.90848950e+01	-4.53039669e-01	4.98351100e+09	+4.87851796e+00	3.15695124e+01	+7.52415962e-02	2.29651205e+01	-1.46083018e+00	8.21772821e+01	-6.06453020e+02	8.00484191e+01	-6.15809099e+02	8.66530708e+01	-1.18385641e+03	8.22480659e+01	-1.19673510e+03	9.07770121e+01	-1.74768874e+03	8.60679938e+01	-1.76322439e+03	9.52820121e+01	-2.28971133e+03	9.04625611e+01	-2.30249374e+03	1.02029278e+02	-2.81337782e+03	9.45701357e+01	-2.82795216e+03	1.06967329e+02	-3.33142000e+03	9.90551725e+01	-3.34655502e+03	1.11022215e+02	-3.82262039e+03	1.03892734e+02	-3.83236275e+03	1.15241735e+02	-4.30131306e+03	1.08037204e+02	-4.31520250e+03	1.19358431e+02	-4.76693498e+03	1.11296243e+02	-4.77112852e+03	1.24745595e+02	-5.21033404e+03	1.14670437e+02	-5.21957974e+03
115604826.6373163	1.00000000e+00	+6.77526803e-10	7.90847763e+01	-4.62521678e-01	6.61865166e+08	+7.06714272e+01	3.06067753e+01	+6.62819781e-01	2.19429194e+01	-6.29268674e-01	8.27145127e+01	-5.91875765e+02	8.09465973e+01	-6.00976796e+02	8.73755801e+01	-1.15581660e+03	8.32841810e+01	-1.16845736e+03	9.21326879e+01	-1.70701438e+03	8.75912508e+01	-1.72213088e+03	9.67256280e+01	-2.23631913e+03	9.15966367e+01	-2.24854127e+03	1.02868206e+02	-2.74759107e+03	9.56070170e+01	-2.76120191e+03	1.08026089e+02	-3.25380891e+03	1.00267599e+02	-3.26806100e+03	1.11859052e+02	-3.73333227e+03	1.04653720e+02	-3.74307332e+03	1.15803909e+02	-4.20101333e+03	1.08935524e+02	-4.21410876e+03	1.19736522e+02	-4.65562640e+03	1.11972453e+02	-4.65962662e+03	1.24691513e+02	-5.08838400e+03	1.15186811e+02	-5.09776188e+03
118024598.9730151	1.00000000e+00	-1.44830115e-10	7.90846526e+01	-4.72202113e-01	1.38264360e+09	+1.11697091e+00	3.09648547e+01	+2.09598323e-01	2.22130556e+01	-1.21616295e+00	8.23401878e+01	-5.77410854e+02	8.06828007e+01	-5.86252176e+02	8.73347994e+01	-1.12762028e+03	8.34579489e+01	-1.14017863e+03	9.18246043e+01	-1.66492148e+03	8.73078208e+01	-1.67959968e+03	9.61243965e+01	-2.18162244e+03	9.13582090e+01	-2.19359484e+03	1.02423872e+02	-2.68031510e+03	9.52196926e+01	-2.69385740e+03	1.07034717e+02	-3.17432837e+03	9.98815168e+01	-3.18827407e+03	1.11091107e+02	-3.64229273e+03	1.04393765e+02	-3.65174263e+03	1.14895030e+02	-4.09841582e+03	1.08416226e+02	-4.11146666e+03	1.19098114e+02	-4.54185554e+03	1.11568975e+02	-4.54553750e+03	1.23750807e+02	-4.96415318e+03	1.14677935e+02	-4.97296315e+03
120495020.5620966	1.00000000e+00	-6.82889527e-10	7.90845237e+01	-4.82085122e-01	8.75946596e+08	-9.63045608e-02	3.11053200e+01	+2.08674458e-01	2.24182034e+01	-1.26961919e+00	8.37727372e+01	-5.69510511e+02	8.17137619e+01	-5.78006706e+02	8.91117074e+01	-1.11201625e+03	8.52448374e+01	-1.12417241e+03	9.43340033e+01	-1.64178823e+03	9.01454085e+01	-1.65621894e+03	9.95210496e+01	-2.15107456e+03	9.47612575e+01	-2.16292550e+03	1.06307788e+02	-2.64283873e+03	9.94690266e+01	-2.65646535e+03	1.11641927e+02	-3.13013100e+03	1.04545647e+02	-3.14362406e+03	1.16448924e+02	-3.59119705e+03	1.09564264e+02	-3.60046784e+03	1.20941087e+02	-4.04104429e+03	1.14477181e+02	-4.05386575e+03	1.25588217e+02	-4.47840464e+03	1.18178052e+02	-4.48220125e+03	1.30655660e+02	-4.89499324e+03	1.21878861e+02	-4.90359734e+03
